contentId,If you liked,Recommendation 1,Recommendation 2,Recommendation 3,Recommendation 4,Recommendation 5
2765063319512128208,360 million reasons to destroy all passwords - Free Code Camp,This Super Accurate Portrait Selection Tech Uses Neural Networks,Artificial intelligence is changing SEO faster than you think,Up your app's sharing game with DirectShare - Google Developers,Ordering coffee in Italy: the 10 commandments,Lists are the new search
2809702925357288303,"Build your own scalable, location analysis platform with Google Cloud Platform and Maps APIs","Amazon open-sources its own deep learning software, DSSTNE",PwC faz virada digital e já fatura US$ 1 bilhão no mundo,Google lança YouTube Kids no Brasil | Google Discovery,Why image recognition is about to transform business,Diane Greene wants to put the enterprise front and center of Google Cloud strategy
2817960273225808857,Johnson & Johnson compra líder global em dermocosméticos | EXAME.com,Dries Distributions remain a growing opportunity for Drupal - Buytaert,Johnson & Johnson comprará grupo suíço por US$ 30 bi,14 Cool Drupal 8 modules for site builders | August 2016,5 Unique Features Of Google Compute Engine That No IaaS Provider Could Match,Who sponsors Drupal development? | Dries Buytaert
2822049545552366036,2 terrific #MarTech talks on the rise of AI in marketing - Chief Marketing Technologist,The return of the machinery question,"DARPA Goes ""Meta"" with Machine Learning for Machine Learning",The AI business landscape,"Hello, TensorFlow!",Transfer Style But Not Color
2857117417189640073,Running GV sprints inside corporates - learn from my mistakes - Sprint Stories,The economic essentials of digital strategy,Why the customer experience matters,An operating model for company-wide agile development,O tênue equilíbrio da equipe que desenha produtos digitais,Meet the new Brazilian consumer
2858969450431709251,Google I/O 2016: Android's failure to innovate hands a Apple free run at WWDC,Up your app's sharing game with DirectShare - Google Developers,Lists are the new search,This Super Accurate Portrait Selection Tech Uses Neural Networks,Ordering coffee in Italy: the 10 commandments,The barbell effect of machine learning.
2916072977192006313,Confused by blockchains? Revolution vs Evolution,A digital crack in banking's business model,The End Of Apps As We Know Them - Inside Intercom,The rise of APIs,Accidental discovery could help batteries last years longer,"Amazon open-sources its own deep learning software, DSSTNE"
2930191803881821526,Node.js Best Practices - How to Become a Better Developer in 2017 | @RisingStack,Mastering Bash and Terminal,When to make a Git Commit,Most Interesting APIs in 2016: Cognitive Computing,Microservices - When to React Vs. Orchestrate - Capital One DevExchange,Java Microservices: The Cake is a Lie but You Can't Ignore It | Takipi Blog
2952636544547704346,Rewiring Citi for the digital age,"Adobe, Acquia, Episerver Lead New Forrester WCM Wave",Embracing Agile,An operating model for company-wide agile development,A step-by-step guide to agile growth experiments,"Google is discontinuing Google+ Hangouts On Air on September 12, pushes users to YouTube Live"
3035329611795434601,Bots won't replace apps. Better apps will replace apps.,This Super Accurate Portrait Selection Tech Uses Neural Networks,"Meet Mycroft, the open source AI who wants to rival Siri, Cortana, and Alexa | ZDNet","Deep-learning algorithm predicts photos' memorability at ""near-human"" levels",Making open source data more available,Lists are the new search
3064370296170038610,"Google, Amazon and the upcoming battle over AI Assistants",Blaise Agüera y Arcas: How computers are learning to be creative,Bad Writing Is Destroying Your Company's Productivity,Machine Learning and the VP Debate,The return of the machinery question,"Hello, TensorFlow!"
3075564241645350154,Decentralizing IoT networks through blockchain,Google's Cloud Machine Learning service is now in public beta,Power to the People: How One Unknown Group of Researchers Holds the Key to Using AI to Solve Real...,What to Inspect When You are Inspecting!,Alecrim/AlecrimCoreData,Transfer Style But Not Color
3091351089612339864,What's the Best Programming Language to Learn in 2017?,When to make a Git Commit,Mastering Bash and Terminal,Java 8 Streams : 10 missing features,Don't document your code. Code your documentation.,Introduction · Bitcoin para Programadores
3099207916247126790,Introducing New Relic Infrastructure,Top Programming Languages Trends: The Rise of Big Data,O que o GitHub tem a nos dizer sobre os estereótipos entre programadores | Tecnoblog,Microservices testing,Torus,"Why Performance Matters, Part 1: The Perception Of Time - Smashing Magazine"
3142843830268077617,Building Flipkart Lite: A Progressive Web App,You SHOULD Learn Vanilla JavaScript Before JS Frameworks - Snipcart,Visa inaugura centro para inovação em pagamento digital | EXAME.com,The Business Case for Progressive Web Apps,gotwarlost/istanbul,Criando ícones animados no Android
3149164017776669829,Mobile marketing statistics 2016,A digital crack in banking's business model,"No Brasil, '25% dos celulares ainda são 'Burrofones'",The rise of APIs,"No, Apple isn't the next BlackBerry - it's the next Microsoft",Governo brasileiro cria manual para contratação de cloud
3170775058142440102,Criadas para casar,A importância dos filmes de mulherzinha - Capitolina,Promoting gender equality through emoji �� ��,#iLookLikeAnEngineer: One Year Later,"O meme 'Luiza, você está atenta?' explicou da melhor forma o machismo na área da tecnologia",Empresa britânica adota licença remunerada no período menstrual
3180828616327439381,Governo define cronograma para plano nacional de Internet das Coisas,Organizing for digital acceleration: Making a two-speed IT operating model work,Bradesco e Visa anunciam pulseira que substitui cartão | EXAME.com,"""Consultorias promovem a desvalorização do nosso negócio"" - Meio & Mensagem",Can Accenture Take Over Advertising?,Latin America's chronic inefficiency could drive more O2O commerce growth
3205047378909988692,Java vs .NET vs Python vs Ruby vs Node.JS: Who Reigns the Job Market? | Takipi Blog,Microsoft expands its support for Docker containers,Announcing .NET Core 1.0,​Microsoft and Canonical partner to bring Ubuntu to Windows 10 | ZDNet,Serverless Architectures,Microsoft's Open Source Love Affair Reaches New Heights
3262705634545542432,On Orchestrated Microservices - Built to Adapt,Combining Spring Boot and JDBI,Lessons from converting an app to 100% Kotlin - Keepsafe Engineering,"Kotlin in Production - What works, Whats broken",Standing on the Shoulders of Giants - Built to Adapt,SOA com microserviços - Sensedia
3268064929368559554,Iniciando com o Docker: dicas práticas para começar a usar agora mesmo - Tableless,Iniciando com o Docker: Criando suas próprias imagens - Tableless,Machine Learning Is No Longer Just for Experts,Modelando APIs REST com Swagger,Chatbots: Are they better without the chat?,Duolingo's chatbots help you learn a new language
3269302169678465882,The barbell effect of machine learning.,This Super Accurate Portrait Selection Tech Uses Neural Networks,Ordering coffee in Italy: the 10 commandments,Artificial intelligence is changing SEO faster than you think,"Deep-learning algorithm predicts photos' memorability at ""near-human"" levels",Up your app's sharing game with DirectShare - Google Developers
3273084325487543386,The surprising truth about which countries lead in digital,MOBILE TIME - Youse: seguradora digital se diferencia através da interface móvel,55 fornecedores de TI que apresentarão novidades no Ciab 2016,Campus São Paulo: conheça a primeira turma do Programa de Residentes,The future of the shopping mall,"Google is discontinuing Google+ Hangouts On Air on September 12, pushes users to YouTube Live"
3294074907209583622,How will bots make money? Here are 7 business models,"How Google is Remaking Itself as a ""Machine Learning First"" Company - Backchannel","Secret's founder returns with Bold, a Medium for enterprise",Will blockchain drive the fourth Industrial Revolution?,"Hello, TensorFlow!",2 terrific #MarTech talks on the rise of AI in marketing - Chief Marketing Technologist
3301147467076954944,The Developer's Midlife Crisis: What's Next?,​Microsoft and Canonical partner to bring Ubuntu to Windows 10 | ZDNet,One weird trick that will change the way you code forever: JavaScript TDD,Quick Tip: Working with the JavaScript Battery API,Creating Compound Views on Android,You don't talk about refactoring club
3306277069425849869,Google segue Microsoft e lança ferramenta analítica grátis,Gartner Reprint,The rise of APIs,Why the customer experience matters,Is FinTech Forcing Banking to a Tipping Point?,O tênue equilíbrio da equipe que desenha produtos digitais
3320201327008235211,How Mark Zuckerberg Led Facebook's War to Crush Google Plus,Lists are the new search,This Super Accurate Portrait Selection Tech Uses Neural Networks,"Deep-learning algorithm predicts photos' memorability at ""near-human"" levels",Artificial intelligence is changing SEO faster than you think,"Secret's founder returns with Bold, a Medium for enterprise"
3322348437880079228,Ultimate AI battle - Apple vs. Google,Artificial intelligence is changing SEO faster than you think,Shopping app Spring's redesign could be a game-changer,This Super Accurate Portrait Selection Tech Uses Neural Networks,"Meet Mycroft, the open source AI who wants to rival Siri, Cortana, and Alexa | ZDNet",It's The Future
3367026768872537336,Seja esperto no trabalho: Melhore a comunicação na empresa com 12 robôs,Internet of Things Drives Outcome-Based Business Models,bliki: StranglerApplication,Do You Suffer From Deployment Anxiety? - DZone DevOps,"A whole new GitHub Universe: announcing new tools, forums, and features",On DRY and the cost of wrongful abstractions
3382511589554885024,Facebook's WhatsApp does something very different than Google,A New Number Format for Computers Could Nuke Approximation Errors for Good,Bot Engine,Notes on Reactive Programming Part I: The Reactive Landscape,Google researchers teach AIs to see the important parts of images - and tell you about them,Making open source data more available
3467834993860080188,15 Interesting JavaScript and CSS Libraries for October 2016,Ouça a música criada pela inteligência artificial do Google | Google Discovery,"The Languages, Frameworks and Tools You Should Learn in 2017","Microsoft lança Teams, nova plataforma de chat concorrente do Slack | MacMagazine.com.br",Accidental discovery could help batteries last years longer,Google adiciona medidor de velocidade da internet nos resultados de pesquisa | Google Discovery
3472032465864014134,Pabllo Vittar reina no novo comercial da Skol para os Jogos Olímpicos,Este site quer conectar profissionais trans e travestis a empresas que não têm preconceito,"Para rebater Estatuto da Família, campanha muda significado de 'família' no Dicionário Houaiss",YouTube chama seus criadores de conteúdo para a campanha mundial #OrgulhoDeSer,Nova campanha da Avon tem drag queen como estrela,"TRF mantém resolução que proíbe ""cura gay"" - Jornal Opção"
